cik,company_name,accession_number,filing_date,quarter,quarter_cell_size,section_type,results_signature_present,gate_level,words,prose_word_share,verdict,verdict_note
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-15-000069,2015-07-30,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6800,0.9979,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-15-000084,2015-10-29,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,24643,0.2325,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-15-000086,2015-10-29,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5105,0.998,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-16-000119,2016-02-25,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,25319,0.2516,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-16-000164,2016-04-28,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,24245,0.2396,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-16-000201,2016-07-28,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,24588,0.238,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-16-000264,2016-10-27,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,25346,0.2479,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-18-000122,2018-07-26,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,19796,0.2474,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-19-000144,2019-10-29,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,20370,0.2404,,
1318220,"Waste Connections, Inc.",0001558370-20-009659,2020-08-06,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4989,0.4841,,
1341439,ORACLE CORP,0001564590-22-031466,2022-09-12,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4082,0.4865,,
1358071,CONCHO RESOURCES INC,0001157523-19-001646,2019-07-31,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5106,0.0247,,
1358071,CONCHO RESOURCES INC,0001358071-19-000019,2019-10-30,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5335,0.3166,,
1358071,CONCHO RESOURCES INC,0001358071-20-000008,2020-02-18,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6246,0.3021,,
1358071,CONCHO RESOURCES INC,0001358071-20-000028,2020-04-30,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5278,0.3736,,
1358071,CONCHO RESOURCES INC,0001358071-20-000040,2020-07-29,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5913,0.3562,,
1358071,CONCHO RESOURCES INC,0001358071-20-000058,2020-10-27,2020Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4451,0.3503,,
1373715,"ServiceNow, Inc.",0001157523-16-005153,2016-04-20,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3940,0.0,,
1373715,"ServiceNow, Inc.",0001193125-19-271896,2019-10-23,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2370,0.0523,,
1373715,"ServiceNow, Inc.",0001373715-19-000265,2019-10-23,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5851,0.3234,,
1389170,Targa Resources Corp.,0001193125-16-455516,2016-02-09,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1094,0.074,,
1389170,Targa Resources Corp.,0001193125-16-476903,2016-02-25,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11710,0.0394,,
1389170,Targa Resources Corp.,0001193125-17-014623,2017-01-23,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1265,0.0,,
1389170,Targa Resources Corp.,0001564590-17-001585,2017-02-15,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10251,0.538,,
1389170,Targa Resources Corp.,0001564590-21-006487,2021-02-18,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8662,0.5927,,
1390777,Bank of New York Mellon Corp,0001390777-16-000144,2016-01-21,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,14919,0.2058,,
1393612,Discover Financial Services,0001193125-24-180198,2024-07-17,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,894,0.0447,,
1393612,Discover Financial Services,0001393612-24-000042,2024-07-17,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2676,0.8565,,
1393612,Discover Financial Services,0001393612-24-000055,2024-10-16,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2523,0.849,,
1404912,KKR & Co. Inc.,0001140361-19-006520,2019-04-04,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,384,0.0,,
1404912,KKR & Co. Inc.,0001404912-19-000008,2019-04-30,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8950,0.4427,,
1404912,KKR & Co. Inc.,0001404912-20-000009,2020-05-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8822,0.4687,,
1418091,"TWITTER, INC.",0001564590-15-008670,2015-10-27,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3480,0.4043,,
1467858,General Motors Co,0001467858-22-000091,2022-07-26,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1772,1.0,,
1489393,LyondellBasell Industries N.V.,0001104659-20-046638,2020-04-15,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1613,0.0,,
1489393,LyondellBasell Industries N.V.,0001489393-20-000027,2020-05-01,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4396,0.4929,,
1510295,Marathon Petroleum Corp,0001510295-16-000095,2016-04-28,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4424,0.5111,,
1510295,Marathon Petroleum Corp,0001510295-17-000038,2017-04-27,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4352,0.5836,,
1510295,Marathon Petroleum Corp,0001510295-20-000062,2020-05-05,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6222,0.4261,,
1510295,Marathon Petroleum Corp,0001510295-20-000102,2020-11-02,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7754,0.3305,,
1510295,Marathon Petroleum Corp,0001510295-21-000019,2021-02-02,2021Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,7723,0.4492,,
1510295,Marathon Petroleum Corp,0001510295-26-000039,2026-05-05,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5461,0.4278,,
1534701,Phillips 66,0001534701-21-000103,2021-04-30,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3944,0.6055,,
1535527,"CrowdStrike Holdings, Inc.",0001558370-19-006148,2019-07-18,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3511,0.4084,,
1535527,"CrowdStrike Holdings, Inc.",0001558370-19-008509,2019-09-05,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3921,0.3831,,
1535527,"CrowdStrike Holdings, Inc.",0001535527-25-000017,2025-06-03,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6111,0.4165,,
1539838,"Diamondback Energy, Inc.",0001539838-16-000127,2016-02-17,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3871,0.4578,,
1539838,"Diamondback Energy, Inc.",0001539838-21-000059,2021-04-16,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1629,0.4506,,
1539838,"Diamondback Energy, Inc.",0001539838-21-000063,2021-05-04,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5194,0.3668,,
1539838,"Diamondback Energy, Inc.",0001539838-22-000054,2022-05-02,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6079,0.4925,,
1539838,"Diamondback Energy, Inc.",0001539838-23-000042,2023-05-01,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5268,0.4508,,
1539838,"Diamondback Energy, Inc.",0001539838-23-000098,2023-07-31,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5709,0.4637,,
1539838,"Diamondback Energy, Inc.",0001539838-23-000129,2023-11-06,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5772,0.465,,
1539838,"Diamondback Energy, Inc.",0001539838-24-000013,2024-02-20,2024Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,6422,0.4944,,
1539838,"Diamondback Energy, Inc.",0001539838-24-000088,2024-04-30,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5384,0.4944,,
1539838,"Diamondback Energy, Inc.",0001539838-24-000147,2024-08-05,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6061,0.4965,,
1539838,"Diamondback Energy, Inc.",0001539838-24-000188,2024-10-01,2024Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,387,0.8475,,
1539838,"Diamondback Energy, Inc.",0001539838-24-000195,2024-11-04,2024Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,5889,0.4741,,
1539838,"Diamondback Energy, Inc.",0001539838-25-000016,2025-02-24,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6920,0.4887,,
1539838,"Diamondback Energy, Inc.",0001539838-25-000063,2025-05-05,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5559,0.4855,,
1539838,"Diamondback Energy, Inc.",0001539838-25-000124,2025-08-04,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6071,0.4711,,
1539838,"Diamondback Energy, Inc.",0001539838-25-000144,2025-11-03,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6565,0.4369,,
1539838,"Diamondback Energy, Inc.",0001539838-26-000006,2026-02-23,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7488,0.4292,,
1539838,"Diamondback Energy, Inc.",0001539838-26-000073,2026-05-04,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6063,0.463,,
1539838,"Diamondback Energy, Inc.",0001539838-26-000137,2026-08-03,2026Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6266,0.4599,,
1543151,"Uber Technologies, Inc",0001543151-20-000005,2020-02-06,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7183,0.4009,,
1543151,"Uber Technologies, Inc",0001543151-20-000020,2020-05-07,2020Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,7290,0.5361,,
1543151,"Uber Technologies, Inc",0001543151-20-000027,2020-08-06,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8417,0.5673,,
1543151,"Uber Technologies, Inc",0001628280-20-015770,2020-11-05,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8634,0.5412,,
1543151,"Uber Technologies, Inc",0001552781-21-000198,2021-04-12,2021Q2,2,8K_BODY,True,WARN_MULTI,1037,0.0,,
1543151,"Uber Technologies, Inc",0001543151-21-000024,2021-05-05,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8106,0.5141,,
1551152,AbbVie Inc.,0001551152-20-000019,2020-07-31,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6947,0.5119,,
1551152,AbbVie Inc.,0001551152-22-000010,2022-04-29,2022Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4629,0.6047,,
1551152,AbbVie Inc.,0001551152-22-000012,2022-04-29,2022Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4559,0.5988,,
1551152,AbbVie Inc.,0001551152-22-000026,2022-07-29,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5531,0.4968,,
1551152,AbbVie Inc.,0001551152-22-000038,2022-10-28,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5280,0.4648,,
1551152,AbbVie Inc.,0001551152-23-000006,2023-02-09,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5230,0.4621,,
1551152,AbbVie Inc.,0001551152-23-000019,2023-04-27,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3536,0.489,,
1551152,AbbVie Inc.,0001551152-23-000028,2023-07-27,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4894,0.4273,,
1551152,AbbVie Inc.,0001551152-23-000040,2023-10-27,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5431,0.4693,,
1551152,AbbVie Inc.,0001551152-24-000007,2024-02-02,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5513,0.4489,,
1551152,AbbVie Inc.,0001551152-24-000016,2024-04-26,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4206,0.5247,,
1551152,AbbVie Inc.,0001551152-24-000026,2024-07-25,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5137,0.4361,,
1551152,AbbVie Inc.,0001551152-24-000036,2024-10-30,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5353,0.4455,,
1551152,AbbVie Inc.,0001551152-25-000011,2025-01-31,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5141,0.3777,,
1551152,AbbVie Inc.,0001551152-25-000026,2025-04-25,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3328,0.4375,,
1551152,AbbVie Inc.,0001551152-25-000036,2025-07-31,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4625,0.3842,,
1551152,AbbVie Inc.,0001551152-25-000047,2025-10-31,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5327,0.4425,,
1551152,AbbVie Inc.,0001551152-26-000004,2026-02-04,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4766,0.3483,,
1551152,AbbVie Inc.,0001551152-26-000013,2026-04-29,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3430,0.4808,,
1551152,AbbVie Inc.,0001551152-26-000023,2026-07-31,2026Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5312,0.4974,,
1551182,Eaton Corp plc,0001157523-15-003577,2015-10-30,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2959,0.0,,
1551182,Eaton Corp plc,0001157523-17-002887,2017-10-31,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2994,0.0,,
1551182,Eaton Corp plc,0001551182-20-000011,2020-01-27,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,564,0.7801,,
1551182,Eaton Corp plc,0001157523-20-000141,2020-02-04,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4028,0.0601,,
1552000,MPLX LP,0001552000-16-000148,2016-04-28,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5063,0.4975,,
1552000,MPLX LP,0001552000-17-000022,2017-04-27,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5544,0.4854,,
1552000,MPLX LP,0001552000-26-000023,2026-05-05,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5225,0.4335,,
1555280,Zoetis Inc.,0001555280-15-000208,2015-08-04,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7491,0.3309,,
1564408,Snap Inc,0001564590-19-002000,2019-02-05,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5690,0.2907,,
1564408,Snap Inc,0001564590-22-026167,2022-07-21,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5633,0.2887,,
1564408,Snap Inc,0001564408-26-000024,2026-05-06,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4426,0.3073,,
1571949,"Intercontinental Exchange, Inc.",0001104659-22-114211,2022-11-03,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3764,0.0,,
1578845,Allergan plc,0001193125-16-669118,2016-08-03,2016Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,998,0.0411,,
1578845,Allergan plc,0001144204-16-117011,2016-08-08,2016Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9863,0.1853,,
1578845,Allergan plc,0001144204-16-130932,2016-11-02,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10553,0.2296,,
1578845,Allergan plc,0001144204-18-005850,2018-02-06,2018Q1,4,EX99_PRESS_RELEASE,True,WARN_MULTI,13239,0.1777,,
1578845,Allergan plc,0001144204-19-037749,2019-08-06,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11027,0.1672,,
1578845,Allergan plc,0001104659-19-059814,2019-11-05,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11104,0.1698,,
1596532,"Arista Networks, Inc.",0001596532-18-000166,2018-08-02,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2737,0.3982,,
1596532,"Arista Networks, Inc.",0001596532-20-000019,2020-02-13,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3276,0.3617,,
1613103,Medtronic plc,0001613103-17-000040,2017-11-08,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1646,0.825,,
1613103,Medtronic plc,0001613103-17-000043,2017-11-21,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6288,0.3796,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-17-110881,2017-04-05,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6968,0.0238,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-17-217406,2017-06-29,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6851,0.0353,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-18-002175,2018-01-04,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5464,0.0227,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-18-098453,2018-03-28,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7008,0.0415,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-18-297200,2018-10-11,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6876,0.0118,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-18-353826,2018-12-20,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5882,0.0207,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-19-095094,2019-04-02,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7681,0.0322,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-19-183400,2019-06-27,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7386,0.0334,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-21-003695,2021-01-07,2021Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,7015,0.0298,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-21-101287,2021-03-31,2021Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9091,0.0179,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-22-003135,2022-01-06,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6594,0.0064,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-22-090675,2022-03-31,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8817,0.0047,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-23-001957,2023-01-05,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7624,0.0,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-23-081355,2023-03-28,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8906,0.0,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-24-001901,2024-01-04,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6771,0.0062,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-24-079608,2024-03-28,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9174,0.0088,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-25-075095,2025-04-08,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9192,0.0088,,
1618921,"Walgreens Boots Alliance, Inc.",0001193125-25-147528,2025-06-26,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9235,0.0044,,
1633917,"PayPal Holdings, Inc.",0001633917-16-000158,2016-04-27,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7165,0.497,,
1633917,"PayPal Holdings, Inc.",0001633917-19-000115,2019-04-24,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5569,0.4328,,
1633917,"PayPal Holdings, Inc.",0001633917-19-000168,2019-07-09,2019Q3,2,8K_BODY,True,WARN_MULTI,251,0.753,,
1633917,"PayPal Holdings, Inc.",0001633917-19-000178,2019-07-24,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5720,0.428,,
1633917,"PayPal Holdings, Inc.",0001633917-19-000204,2019-10-08,2019Q4,2,8K_BODY,True,WARN_MULTI,272,0.3346,,
1633917,"PayPal Holdings, Inc.",0001633917-19-000208,2019-10-23,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5695,0.4325,,
1633917,"PayPal Holdings, Inc.",0001633917-20-000021,2020-01-09,2020Q1,2,8K_BODY,True,WARN_MULTI,375,0.3947,,
1633917,"PayPal Holdings, Inc.",0001633917-20-000025,2020-01-29,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6244,0.3879,,
1633917,"PayPal Holdings, Inc.",0001633917-20-000091,2020-05-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8260,1.0,,
1637459,Kraft Heinz Co,0001637459-15-000046,2015-11-05,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4698,0.5083,,
1637459,Kraft Heinz Co,0001637459-18-000013,2018-02-16,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4991,0.3514,,
1637459,Kraft Heinz Co,0001637459-19-000050,2019-06-07,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1500,0.9113,,
1637459,Kraft Heinz Co,0001637459-20-000052,2020-04-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2124,0.8498,,
1637459,Kraft Heinz Co,0001637459-20-000058,2020-04-30,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4661,0.6132,,
1645590,Hewlett Packard Enterprise Co,0001104659-16-102254,2016-03-03,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6447,0.6536,,
1645590,Hewlett Packard Enterprise Co,0001628280-17-001647,2017-02-23,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6809,0.6281,,
1645590,Hewlett Packard Enterprise Co,0001645590-18-000006,2018-02-22,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9156,0.6476,,
1645590,Hewlett Packard Enterprise Co,0001645590-19-000008,2019-02-21,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7976,0.6179,,
1645590,Hewlett Packard Enterprise Co,0001645590-20-000006,2020-03-03,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6412,0.6168,,
1645590,Hewlett Packard Enterprise Co,0001645590-21-000013,2021-03-02,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6833,0.6385,,
1645590,Hewlett Packard Enterprise Co,0001645590-23-000029,2023-03-02,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7169,0.6082,,
1645590,Hewlett Packard Enterprise Co,0001645590-23-000079,2023-08-07,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,937,0.8709,,
1645590,Hewlett Packard Enterprise Co,0001645590-23-000082,2023-08-29,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8004,0.5127,,
1645590,Hewlett Packard Enterprise Co,0001645590-24-000058,2024-02-29,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6941,0.629,,
1645590,Hewlett Packard Enterprise Co,0001645590-25-000126,2025-12-04,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8918,0.5525,,
1652044,Alphabet Inc.,0001652044-23-000041,2023-04-25,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4002,0.4338,,
1666700,"DuPont de Nemours, Inc.",0001666700-17-000023,2017-11-02,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11802,0.4994,,
1666700,"DuPont de Nemours, Inc.",0001666700-19-000016,2019-05-02,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6080,0.5459,,
1666700,"DuPont de Nemours, Inc.",0001666700-20-000015,2020-05-05,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8232,0.5888,,
1666700,"DuPont de Nemours, Inc.",0001666700-21-000002,2021-02-09,2021Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9283,0.4963,,
1666700,"DuPont de Nemours, Inc.",0001666700-24-000002,2024-01-24,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3476,0.7463,,
1666700,"DuPont de Nemours, Inc.",0001666700-24-000005,2024-02-06,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8549,0.4105,,
1682852,"Moderna, Inc.",0001193125-19-004268,2019-01-08,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1916,0.0877,,
1682852,"Moderna, Inc.",0001682852-19-000004,2019-03-06,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3283,0.565,,
1682852,"Moderna, Inc.",0001193125-21-055687,2021-02-25,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5923,0.0206,,
1682852,"Moderna, Inc.",0001193125-21-114845,2021-04-13,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2590,0.0162,,
1682852,"Moderna, Inc.",0001193125-21-152536,2021-05-06,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6399,0.0255,,
1682852,"Moderna, Inc.",0001682852-22-000007,2022-01-10,2022Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,3165,0.6528,,
1682852,"Moderna, Inc.",0001193125-22-051058,2022-02-24,2022Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,6738,0.0248,,
1682852,"Moderna, Inc.",0001682852-23-000004,2023-01-09,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2045,0.5741,,
1682852,"Moderna, Inc.",0001682852-23-000008,2023-02-23,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3938,0.5592,,
1682852,"Moderna, Inc.",0001682852-24-000004,2024-01-08,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1406,0.6174,,
1682852,"Moderna, Inc.",0001682852-24-000010,2024-02-22,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3948,0.5385,,
1682852,"Moderna, Inc.",0001682852-25-000002,2025-01-13,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1607,0.6241,,
1682852,"Moderna, Inc.",0001682852-25-000006,2025-02-14,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3677,0.5284,,
1682852,"Moderna, Inc.",0001682852-26-000007,2026-01-12,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1493,0.5606,,
1682852,"Moderna, Inc.",0001682852-26-000015,2026-02-13,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2922,0.4514,,
