accession_number,section_type,cik_n,company_name_n,form_n,filing_date_n,bucket,extraction_status_o,extraction_status_n,reason_code_o,reason_code_n,extraction_confidence_o,extraction_confidence_n,extraction_method_o,extraction_method_n,word_count_o,word_count_n
0000034088-24-000050,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2024-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000034088-24-000068,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2024-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000034088-25-000024,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2025-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000034088-25-000042,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2025-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000034088-25-000061,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2025-11-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000034088-26-000067,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2026-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000034088-26-000093,RISK_FACTORS,34088,EXXON MOBIL CORP,10-Q,2026-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-24-000052,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2024-08-06,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-24-000072,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2024-11-05,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-25-000028,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2025-05-06,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-25-000055,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2025-08-07,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-25-000064,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2025-11-05,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-26-000024,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2026-05-04,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000036104-26-000044,RISK_FACTORS,36104,US BANCORP \DE\,10-Q,2026-08-06,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-15-000064,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2015-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-16-000107,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2016-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-16-000158,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2016-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-17-000036,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2017-04-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-17-000068,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2017-07-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-17-000092,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2017-10-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-18-000036,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2018-04-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-18-000082,EX99_PRESS_RELEASE,37996,FORD MOTOR CO,8-K,2018-10-24,fix3_garble_flag,OK,FLAGGED,ok,garbled_text,high,medium,whole_document,whole_document,3333,3333
0000037996-18-000084,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2018-10-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-19-000026,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2019-04-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-19-000065,EX99_PRESS_RELEASE,37996,FORD MOTOR CO,8-K,2019-07-24,fix3_garble_flag,OK,FLAGGED,ok,garbled_text,high,medium,whole_document,whole_document,2609,2609
0000037996-19-000067,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2019-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-21-000026,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2021-04-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-21-000058,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2021-07-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-21-000086,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2021-10-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-22-000024,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2022-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-22-000048,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2022-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-22-000073,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2022-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-23-000029,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2023-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-23-000050,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2023-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-23-000068,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2023-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-24-000075,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2024-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-24-000144,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2024-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-24-000185,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2024-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-25-000147,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2025-07-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-25-000186,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2025-10-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-26-000086,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2026-04-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000037996-26-000156,RISK_FACTORS,37996,FORD MOTOR CO,10-Q,2026-07-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000049071-16-000117,MDA,49071,HUMANA INC,10-K,2016-02-18,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,5545
0000049071-16-000117,RISK_FACTORS,49071,HUMANA INC,10-K,2016-02-18,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,12717
0000049071-17-000019,MDA,49071,HUMANA INC,10-K,2017-02-17,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,5052
0000049071-17-000019,RISK_FACTORS,49071,HUMANA INC,10-K,2017-02-17,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,11819
0000049071-18-000014,MDA,49071,HUMANA INC,10-K,2018-02-16,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4116
0000049071-18-000014,RISK_FACTORS,49071,HUMANA INC,10-K,2018-02-16,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,10811
0000049071-19-000023,MDA,49071,HUMANA INC,10-K,2019-02-21,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,3366
0000049071-19-000023,RISK_FACTORS,49071,HUMANA INC,10-K,2019-02-21,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,10724
0000049071-20-000032,MDA,49071,HUMANA INC,10-K,2020-02-20,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,14338
0000049071-20-000032,RISK_FACTORS,49071,HUMANA INC,10-K,2020-02-20,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,10646
0000051143-15-000005,MDA,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2015-07-28,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,23236
0000051143-15-000005,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2015-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-15-000009,MDA,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2015-10-27,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,23319
0000051143-15-000009,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2015-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-16-000013,MDA,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2016-04-26,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,17226
0000051143-16-000013,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2016-04-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-23-000021,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2023-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-23-000032,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2023-10-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-24-000025,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2024-04-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-24-000039,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2024-07-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-24-000049,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2024-10-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-25-000032,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2025-04-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-25-000052,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2025-07-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-25-000064,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2025-10-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-26-000038,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2026-04-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000051143-26-000078,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2026-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-15-000094,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2015-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-15-000118,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2015-10-21,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-16-000152,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2016-04-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-16-000181,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2016-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-16-000194,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2016-10-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-17-000033,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2017-04-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-17-000057,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2017-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-17-000067,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2017-10-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-18-000028,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2018-04-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-18-000051,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2018-07-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-18-000069,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2018-10-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-19-000032,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2019-04-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-19-000064,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2019-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-19-000084,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2019-10-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-20-000053,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2020-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-20-000074,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2020-10-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-21-000037,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2021-04-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-21-000073,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2021-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-21-000091,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2021-10-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-22-000035,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2022-04-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-22-000055,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2022-07-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-22-000074,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2022-10-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-23-000029,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2023-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-23-000054,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2023-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-23-000064,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2023-10-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-24-000054,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2024-04-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-24-000085,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2024-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-24-000094,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2024-10-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-25-000039,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2025-04-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000055785-25-000080,RISK_FACTORS,55785,KIMBERLY CLARK CORP,10-Q,2025-08-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000064803-15-000054,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2015-08-04,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000064803-15-000064,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2015-10-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000064803-16-000080,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2016-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000064803-16-000090,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2016-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000064803-16-000097,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2016-11-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000072741-16-000107,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2016-11-04,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,110
0000072741-17-000021,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2017-05-05,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,110
0000072741-17-000030,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2017-08-04,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,110
0000072741-17-000045,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2017-11-03,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,110
0000072741-18-000042,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2018-05-03,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,112
0000072741-18-000053,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2018-08-03,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,112
0000072741-18-000060,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2018-11-06,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,112
0000072741-19-000026,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2019-05-07,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,112
0000072741-19-000034,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2019-08-06,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,112
0000072741-19-000042,RISK_FACTORS,72741,EVERSOURCE ENERGY,10-Q,2019-11-07,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,112
